index	block_id	shape_family	x	y	z
758	rechiseled:emerald_block_clovers_stairs_connecting	stairs	-174	100	-126
759	rechiseled:emerald_block_crystal_connecting	full	-171	100	-126
760	rechiseled:emerald_block_crystal_slab_connecting	slab	-168	100	-126
761	rechiseled:emerald_block_crystal_stairs_connecting	stairs	-165	100	-126
762	rechiseled:emerald_block_patterned_connecting	full	-162	100	-126
763	rechiseled:emerald_block_patterned_slab_connecting	slab	-159	100	-126
764	rechiseled:emerald_block_patterned_squares_connecting	full	-156	100	-126
765	rechiseled:emerald_block_patterned_squares_slab_connecting	slab	-153	100	-126
766	rechiseled:emerald_block_patterned_squares_stairs_connecting	stairs	-150	100	-126
767	rechiseled:emerald_block_patterned_stairs_connecting	stairs	-147	100	-126
768	rechiseled:emerald_block_pillar_connecting	axis	-144	100	-126
769	rechiseled:emerald_block_pillar_slab_connecting	slab	-141	100	-126
770	rechiseled:emerald_block_pillar_stairs_connecting	stairs	-138	100	-126
771	rechiseled:emerald_block_polished_connecting	full	-135	100	-126
772	rechiseled:emerald_block_polished_slab_connecting	slab	-132	100	-126
773	rechiseled:emerald_block_polished_stairs_connecting	stairs	-129	100	-126
774	rechiseled:emerald_block_striped_connecting	full	-126	100	-126
775	rechiseled:emerald_block_striped_slab_connecting	slab	-123	100	-126
776	rechiseled:emerald_block_striped_stairs_connecting	stairs	-120	100	-126
777	rechiseled:emerald_block_waxed_connecting	full	-117	100	-126
778	rechiseled:emerald_block_waxed_slab_connecting	slab	-114	100	-126
779	rechiseled:emerald_block_waxed_stairs_connecting	stairs	-111	100	-126
780	rechiseled:end_stone_blobs_connecting	full	-108	100	-126
781	rechiseled:end_stone_blobs_slab_connecting	slab	-105	100	-126
782	rechiseled:end_stone_blobs_stairs_connecting	stairs	-102	100	-126
783	rechiseled:end_stone_brick_pattern_connecting	full	-99	100	-126
784	rechiseled:end_stone_brick_pattern_slab_connecting	slab	-96	100	-126
785	rechiseled:end_stone_brick_pattern_stairs_connecting	stairs	-93	100	-126
786	rechiseled:end_stone_brick_paving_connecting	full	-90	100	-126
787	rechiseled:end_stone_brick_paving_slab_connecting	slab	-87	100	-126
788	rechiseled:end_stone_brick_paving_stairs_connecting	stairs	-84	100	-126
789	rechiseled:end_stone_chiseled_connecting	full	-81	100	-126
790	rechiseled:end_stone_chiseled_slab_connecting	slab	-78	100	-126
791	rechiseled:end_stone_chiseled_stairs_connecting	stairs	-75	100	-126
792	rechiseled:end_stone_crushed_connecting	full	-72	100	-126
793	rechiseled:end_stone_crushed_slab_connecting	slab	-69	100	-126
794	rechiseled:end_stone_crushed_stairs_connecting	stairs	-66	100	-126
795	rechiseled:end_stone_diagonal_bricks_connecting	full	-63	100	-126
796	rechiseled:end_stone_diagonal_bricks_slab_connecting	slab	-60	100	-126
797	rechiseled:end_stone_diagonal_bricks_stairs_connecting	stairs	-57	100	-126
798	rechiseled:end_stone_mesh_connecting	full	-180	100	-123
799	rechiseled:end_stone_mesh_slab_connecting	slab	-177	100	-123
800	rechiseled:end_stone_mesh_stairs_connecting	stairs	-174	100	-123
801	rechiseled:end_stone_paving_connecting	full	-171	100	-123
802	rechiseled:end_stone_paving_slab_connecting	slab	-168	100	-123
803	rechiseled:end_stone_paving_stairs_connecting	stairs	-165	100	-123
804	rechiseled:end_stone_polished_connecting	full	-162	100	-123
805	rechiseled:end_stone_polished_slab_connecting	slab	-159	100	-123
806	rechiseled:end_stone_polished_stairs_connecting	stairs	-156	100	-123
807	rechiseled:end_stone_rotated_bricks_connecting	full	-153	100	-123
808	rechiseled:end_stone_rotated_bricks_slab_connecting	slab	-150	100	-123
809	rechiseled:end_stone_rotated_bricks_stairs_connecting	stairs	-147	100	-123
810	rechiseled:end_stone_scales_connecting	full	-144	100	-123
811	rechiseled:end_stone_scales_slab_connecting	slab	-141	100	-123
812	rechiseled:end_stone_scales_stairs_connecting	stairs	-138	100	-123
813	rechiseled:end_stone_small_tiles_connecting	full	-135	100	-123
814	rechiseled:end_stone_small_tiles_slab_connecting	slab	-132	100	-123
815	rechiseled:end_stone_small_tiles_stairs_connecting	stairs	-129	100	-123
816	rechiseled:end_stone_spiral_pattern_connecting	full	-126	100	-123
817	rechiseled:end_stone_spiral_pattern_slab_connecting	slab	-123	100	-123
818	rechiseled:end_stone_spiral_pattern_stairs_connecting	stairs	-120	100	-123
819	rechiseled:end_stone_squares_connecting	full	-117	100	-123
820	rechiseled:end_stone_squares_slab_connecting	slab	-114	100	-123
821	rechiseled:end_stone_squares_stairs_connecting	stairs	-111	100	-123
822	rechiseled:end_stone_tiles_connecting	full	-108	100	-123
823	rechiseled:end_stone_tiles_slab_connecting	slab	-105	100	-123
824	rechiseled:end_stone_tiles_stairs_connecting	stairs	-102	100	-123
825	rechiseled:glowstone_brick_pattern_connecting	full	-99	100	-123
826	rechiseled:glowstone_brick_pattern_slab_connecting	slab	-96	100	-123
827	rechiseled:glowstone_brick_pattern_stairs_connecting	stairs	-93	100	-123
828	rechiseled:glowstone_brick_paving_connecting	full	-90	100	-123
829	rechiseled:glowstone_brick_paving_slab_connecting	slab	-87	100	-123
830	rechiseled:glowstone_brick_paving_stairs_connecting	stairs	-84	100	-123
831	rechiseled:glowstone_bricks_connecting	full	-81	100	-123
832	rechiseled:glowstone_bricks_slab_connecting	slab	-78	100	-123
833	rechiseled:glowstone_bricks_stairs_connecting	stairs	-75	100	-123
834	rechiseled:glowstone_crushed_connecting	full	-72	100	-123
835	rechiseled:glowstone_crushed_slab_connecting	slab	-69	100	-123
836	rechiseled:glowstone_crushed_stairs_connecting	stairs	-66	100	-123
837	rechiseled:glowstone_large_tiles_connecting	full	-63	100	-123
838	rechiseled:glowstone_large_tiles_slab_connecting	slab	-60	100	-123
839	rechiseled:glowstone_large_tiles_stairs_connecting	stairs	-57	100	-123
840	rechiseled:glowstone_rotated_bricks_connecting	full	-180	100	-120
841	rechiseled:glowstone_rotated_bricks_slab_connecting	slab	-177	100	-120
842	rechiseled:glowstone_rotated_bricks_stairs_connecting	stairs	-174	100	-120
843	rechiseled:glowstone_small_tiles_connecting	full	-171	100	-120
844	rechiseled:glowstone_small_tiles_slab_connecting	slab	-168	100	-120
845	rechiseled:glowstone_small_tiles_stairs_connecting	stairs	-165	100	-120
846	rechiseled:glowstone_smooth_connecting	full	-162	100	-120
847	rechiseled:glowstone_smooth_slab_connecting	slab	-159	100	-120
848	rechiseled:glowstone_smooth_stairs_connecting	stairs	-156	100	-120
849	rechiseled:glowstone_tiles_connecting	full	-153	100	-120
850	rechiseled:glowstone_tiles_slab_connecting	slab	-150	100	-120
851	rechiseled:glowstone_tiles_stairs_connecting	stairs	-147	100	-120
852	rechiseled:gold_block_beams_connecting	full	-144	100	-120
853	rechiseled:gold_block_beams_slab_connecting	slab	-141	100	-120
854	rechiseled:gold_block_beams_stairs_connecting	stairs	-138	100	-120
855	rechiseled:gold_block_bordered_connecting	full	-135	100	-120
856	rechiseled:gold_block_bordered_slab_connecting	slab	-132	100	-120
857	rechiseled:gold_block_bordered_stairs_connecting	stairs	-129	100	-120
858	rechiseled:gold_block_lines_connecting	full	-126	100	-120
859	rechiseled:gold_block_lines_slab_connecting	slab	-123	100	-120
860	rechiseled:gold_block_lines_stairs_connecting	stairs	-120	100	-120
861	rechiseled:gold_block_pattern_connecting	full	-117	100	-120
862	rechiseled:gold_block_pattern_slab_connecting	slab	-114	100	-120
863	rechiseled:gold_block_pattern_stairs_connecting	stairs	-111	100	-120
864	rechiseled:gold_block_polished_connecting	full	-108	100	-120
865	rechiseled:gold_block_polished_slab_connecting	slab	-105	100	-120
866	rechiseled:gold_block_polished_stairs_connecting	stairs	-102	100	-120
867	rechiseled:gold_block_scales_connecting	full	-99	100	-120
868	rechiseled:gold_block_scales_slab_connecting	slab	-96	100	-120
869	rechiseled:gold_block_scales_stairs_connecting	stairs	-93	100	-120
870	rechiseled:gold_block_small_bricks_connecting	full	-90	100	-120
871	rechiseled:gold_block_small_bricks_slab_connecting	slab	-87	100	-120
872	rechiseled:gold_block_small_bricks_stairs_connecting	stairs	-84	100	-120
873	rechiseled:gold_block_small_tiles_connecting	full	-81	100	-120
874	rechiseled:gold_block_small_tiles_slab_connecting	slab	-78	100	-120
875	rechiseled:gold_block_small_tiles_stairs_connecting	stairs	-75	100	-120
876	rechiseled:gold_block_striped_connecting	full	-72	100	-120
877	rechiseled:gold_block_striped_slab_connecting	slab	-69	100	-120
878	rechiseled:gold_block_striped_stairs_connecting	stairs	-66	100	-120
879	rechiseled:gold_block_tiles_connecting	full	-63	100	-120
880	rechiseled:gold_block_tiles_slab_connecting	slab	-60	100	-120
881	rechiseled:gold_block_tiles_stairs_connecting	stairs	-57	100	-120
882	rechiseled:granite_brick_pattern_connecting	full	-180	100	-117
883	rechiseled:granite_brick_pattern_slab_connecting	slab	-177	100	-117
884	rechiseled:granite_brick_pattern_stairs_connecting	stairs	-174	100	-117
885	rechiseled:granite_brick_paving_connecting	full	-171	100	-117
886	rechiseled:granite_brick_paving_slab_connecting	slab	-168	100	-117
887	rechiseled:granite_brick_paving_stairs_connecting	stairs	-165	100	-117
888	rechiseled:granite_bricks_connecting	full	-162	100	-117
889	rechiseled:granite_bricks_slab_connecting	slab	-159	100	-117
890	rechiseled:granite_bricks_stairs_connecting	stairs	-156	100	-117
891	rechiseled:granite_diagonal_bricks_connecting	full	-153	100	-117
892	rechiseled:granite_diagonal_bricks_slab_connecting	slab	-150	100	-117
893	rechiseled:granite_diagonal_bricks_stairs_connecting	stairs	-147	100	-117
894	rechiseled:granite_dotted_connecting	full	-144	100	-117
895	rechiseled:granite_dotted_slab_connecting	slab	-141	100	-117
896	rechiseled:granite_dotted_stairs_connecting	stairs	-138	100	-117
897	rechiseled:granite_paving_connecting	full	-135	100	-117
898	rechiseled:granite_paving_slab_connecting	slab	-132	100	-117
899	rechiseled:granite_paving_stairs_connecting	stairs	-129	100	-117
900	rechiseled:granite_polished_connecting	full	-126	100	-117
901	rechiseled:granite_polished_slab_connecting	slab	-123	100	-117
902	rechiseled:granite_polished_stairs_connecting	stairs	-120	100	-117
903	rechiseled:granite_rotated_bricks_connecting	full	-117	100	-117
904	rechiseled:granite_rotated_bricks_slab_connecting	slab	-114	100	-117
905	rechiseled:granite_rotated_bricks_stairs_connecting	stairs	-111	100	-117
906	rechiseled:granite_squares_connecting	full	-108	100	-117
907	rechiseled:granite_squares_slab_connecting	slab	-105	100	-117
908	rechiseled:granite_squares_stairs_connecting	stairs	-102	100	-117
909	rechiseled:granite_tiles_connecting	full	-99	100	-117
910	rechiseled:granite_tiles_slab_connecting	slab	-96	100	-117
911	rechiseled:granite_tiles_stairs_connecting	stairs	-93	100	-117
912	rechiseled:granite_wavy_connecting	full	-90	100	-117
913	rechiseled:granite_wavy_slab_connecting	slab	-87	100	-117
914	rechiseled:granite_wavy_stairs_connecting	stairs	-84	100	-117
915	rechiseled:iron_block_bordered_connecting	full	-81	100	-117
916	rechiseled:iron_block_bordered_slab_connecting	slab	-78	100	-117
917	rechiseled:iron_block_bordered_stairs_connecting	stairs	-75	100	-117
918	rechiseled:iron_block_chiseled_connecting	full	-72	100	-117
919	rechiseled:iron_block_chiseled_slab_connecting	slab	-69	100	-117
920	rechiseled:iron_block_chiseled_stairs_connecting	stairs	-66	100	-117
921	rechiseled:iron_block_connecting_connecting	full	-63	100	-117
922	rechiseled:iron_block_connecting_slab_connecting	slab	-60	100	-117
923	rechiseled:iron_block_connecting_stairs_connecting	stairs	-57	100	-117
924	rechiseled:iron_block_framed_connecting	full	-180	100	-114
925	rechiseled:iron_block_framed_slab_connecting	slab	-177	100	-114
926	rechiseled:iron_block_framed_stairs_connecting	stairs	-174	100	-114
927	rechiseled:iron_block_gears_connecting	full	-171	100	-114
928	rechiseled:iron_block_gears_slab_connecting	slab	-168	100	-114
929	rechiseled:iron_block_gears_stairs_connecting	stairs	-165	100	-114
930	rechiseled:iron_block_lines_connecting	full	-162	100	-114
931	rechiseled:iron_block_lines_slab_connecting	slab	-159	100	-114
932	rechiseled:iron_block_lines_stairs_connecting	stairs	-156	100	-114
933	rechiseled:iron_block_patterned_connecting	full	-153	100	-114
934	rechiseled:iron_block_patterned_slab_connecting	slab	-150	100	-114
935	rechiseled:iron_block_patterned_stairs_connecting	stairs	-147	100	-114
936	rechiseled:iron_block_pipes_connecting	full	-144	100	-114
937	rechiseled:iron_block_pipes_slab_connecting	slab	-141	100	-114
938	rechiseled:iron_block_pipes_stairs_connecting	stairs	-138	100	-114
939	rechiseled:iron_block_polished_connecting	full	-135	100	-114
940	rechiseled:iron_block_polished_slab_connecting	slab	-132	100	-114
941	rechiseled:iron_block_polished_stairs_connecting	stairs	-129	100	-114
942	rechiseled:iron_block_processed_connecting	full	-126	100	-114
943	rechiseled:iron_block_processed_slab_connecting	slab	-123	100	-114
944	rechiseled:iron_block_processed_stairs_connecting	stairs	-120	100	-114
945	rechiseled:iron_block_small_bricks_connecting	full	-117	100	-114
946	rechiseled:iron_block_small_bricks_slab_connecting	slab	-114	100	-114
947	rechiseled:iron_block_small_bricks_stairs_connecting	stairs	-111	100	-114
948	rechiseled:jungle_planks_beams_connecting	full	-108	100	-114
949	rechiseled:jungle_planks_beams_slab_connecting	slab	-105	100	-114
950	rechiseled:jungle_planks_beams_stairs_connecting	stairs	-102	100	-114
951	rechiseled:jungle_planks_brick_pattern_connecting	full	-99	100	-114
952	rechiseled:jungle_planks_brick_pattern_slab_connecting	slab	-96	100	-114
953	rechiseled:jungle_planks_brick_pattern_stairs_connecting	stairs	-93	100	-114
954	rechiseled:jungle_planks_brick_paving_connecting	full	-90	100	-114
955	rechiseled:jungle_planks_brick_paving_slab_connecting	slab	-87	100	-114
956	rechiseled:jungle_planks_brick_paving_stairs_connecting	stairs	-84	100	-114
957	rechiseled:jungle_planks_bricks_connecting	full	-81	100	-114
958	rechiseled:jungle_planks_bricks_slab_connecting	slab	-78	100	-114
959	rechiseled:jungle_planks_bricks_stairs_connecting	stairs	-75	100	-114
960	rechiseled:jungle_planks_crate_connecting	full	-72	100	-114
961	rechiseled:jungle_planks_crate_slab_connecting	slab	-69	100	-114
962	rechiseled:jungle_planks_crate_stairs_connecting	stairs	-66	100	-114
963	rechiseled:jungle_planks_diagonal_stripes_connecting	full	-63	100	-114
964	rechiseled:jungle_planks_diagonal_stripes_slab_connecting	slab	-60	100	-114
965	rechiseled:jungle_planks_diagonal_stripes_stairs_connecting	stairs	-57	100	-114
966	rechiseled:jungle_planks_diagonal_tiles_connecting	full	-180	100	-111
967	rechiseled:jungle_planks_diagonal_tiles_slab_connecting	slab	-177	100	-111
968	rechiseled:jungle_planks_diagonal_tiles_stairs_connecting	stairs	-174	100	-111
969	rechiseled:jungle_planks_dotted_connecting	full	-171	100	-111
970	rechiseled:jungle_planks_dotted_slab_connecting	slab	-168	100	-111
971	rechiseled:jungle_planks_dotted_stairs_connecting	stairs	-165	100	-111
972	rechiseled:jungle_planks_flooring_connecting	full	-162	100	-111
973	rechiseled:jungle_planks_flooring_slab_connecting	slab	-159	100	-111
974	rechiseled:jungle_planks_flooring_stairs_connecting	stairs	-156	100	-111
975	rechiseled:jungle_planks_large_tiles_connecting	full	-153	100	-111
976	rechiseled:jungle_planks_large_tiles_slab_connecting	slab	-150	100	-111
977	rechiseled:jungle_planks_large_tiles_stairs_connecting	stairs	-147	100	-111
978	rechiseled:jungle_planks_pattern_connecting	full	-144	100	-111
979	rechiseled:jungle_planks_pattern_slab_connecting	slab	-141	100	-111
980	rechiseled:jungle_planks_pattern_stairs_connecting	stairs	-138	100	-111
981	rechiseled:jungle_planks_rotated_bricks_connecting	full	-135	100	-111
982	rechiseled:jungle_planks_rotated_bricks_slab_connecting	slab	-132	100	-111
983	rechiseled:jungle_planks_rotated_bricks_stairs_connecting	stairs	-129	100	-111
984	rechiseled:jungle_planks_small_bricks_connecting	full	-126	100	-111
985	rechiseled:jungle_planks_small_bricks_slab_connecting	slab	-123	100	-111
986	rechiseled:jungle_planks_small_bricks_stairs_connecting	stairs	-120	100	-111
987	rechiseled:jungle_planks_small_tiles_connecting	full	-117	100	-111
988	rechiseled:jungle_planks_small_tiles_slab_connecting	slab	-114	100	-111
989	rechiseled:jungle_planks_small_tiles_stairs_connecting	stairs	-111	100	-111
990	rechiseled:jungle_planks_squares_connecting	full	-108	100	-111
991	rechiseled:jungle_planks_squares_slab_connecting	slab	-105	100	-111
992	rechiseled:jungle_planks_squares_stairs_connecting	stairs	-102	100	-111
993	rechiseled:jungle_planks_tiles_connecting	full	-99	100	-111
994	rechiseled:jungle_planks_tiles_slab_connecting	slab	-96	100	-111
995	rechiseled:jungle_planks_tiles_stairs_connecting	stairs	-93	100	-111
996	rechiseled:jungle_planks_wavy_connecting	full	-90	100	-111
997	rechiseled:jungle_planks_wavy_slab_connecting	slab	-87	100	-111
998	rechiseled:jungle_planks_wavy_stairs_connecting	stairs	-84	100	-111
999	rechiseled:jungle_planks_woven_connecting	full	-81	100	-111
1000	rechiseled:jungle_planks_woven_slab_connecting	slab	-78	100	-111
1001	rechiseled:jungle_planks_woven_stairs_connecting	stairs	-75	100	-111
1002	rechiseled:lapis_block_bordered_connecting	full	-72	100	-111
1003	rechiseled:lapis_block_bordered_slab_connecting	slab	-69	100	-111
1004	rechiseled:lapis_block_bordered_stairs_connecting	stairs	-66	100	-111
1005	rechiseled:lapis_block_chiseled_connecting	full	-63	100	-111
1006	rechiseled:lapis_block_chiseled_slab_connecting	slab	-60	100	-111
1007	rechiseled:lapis_block_chiseled_stairs_connecting	stairs	-57	100	-111
1008	rechiseled:lapis_block_connecting_connecting	full	-180	100	-108
1009	rechiseled:lapis_block_connecting_slab_connecting	slab	-177	100	-108
1010	rechiseled:lapis_block_connecting_stairs_connecting	stairs	-174	100	-108
1011	rechiseled:lapis_block_decorated_connecting	full	-171	100	-108
1012	rechiseled:lapis_block_decorated_slab_connecting	slab	-168	100	-108
1013	rechiseled:lapis_block_decorated_stairs_connecting	stairs	-165	100	-108
1014	rechiseled:lapis_block_glossy_connecting	full	-162	100	-108
1015	rechiseled:lapis_block_glossy_slab_connecting	slab	-159	100	-108
1016	rechiseled:lapis_block_glossy_stairs_connecting	stairs	-156	100	-108
1017	rechiseled:lapis_block_inverted_tiles_connecting	full	-153	100	-108
1018	rechiseled:lapis_block_inverted_tiles_slab_connecting	slab	-150	100	-108
1019	rechiseled:lapis_block_inverted_tiles_stairs_connecting	stairs	-147	100	-108
1020	rechiseled:lapis_block_mosaic_connecting	full	-144	100	-108
1021	rechiseled:lapis_block_mosaic_slab_connecting	slab	-141	100	-108
1022	rechiseled:lapis_block_mosaic_stairs_connecting	stairs	-138	100	-108
1023	rechiseled:lapis_block_pattern_connecting	full	-135	100	-108
1024	rechiseled:lapis_block_pattern_slab_connecting	slab	-132	100	-108
1025	rechiseled:lapis_block_pattern_stairs_connecting	stairs	-129	100	-108
1026	rechiseled:lapis_block_pillar_connecting	axis	-126	100	-108
1027	rechiseled:lapis_block_pillar_slab_connecting	slab	-123	100	-108
1028	rechiseled:lapis_block_pillar_stairs_connecting	stairs	-120	100	-108
1029	rechiseled:lapis_block_polished_connecting	full	-117	100	-108
1030	rechiseled:lapis_block_polished_slab_connecting	slab	-114	100	-108
1031	rechiseled:lapis_block_polished_stairs_connecting	stairs	-111	100	-108
1032	rechiseled:lapis_block_scales_connecting	full	-108	100	-108
1033	rechiseled:lapis_block_scales_slab_connecting	slab	-105	100	-108
1034	rechiseled:lapis_block_scales_stairs_connecting	stairs	-102	100	-108
1035	rechiseled:lapis_block_small_tiles_connecting	full	-99	100	-108
1036	rechiseled:lapis_block_small_tiles_slab_connecting	slab	-96	100	-108
1037	rechiseled:lapis_block_small_tiles_stairs_connecting	stairs	-93	100	-108
1038	rechiseled:lapis_block_stripes_connecting	full	-90	100	-108
1039	rechiseled:lapis_block_stripes_slab_connecting	slab	-87	100	-108
1040	rechiseled:lapis_block_stripes_stairs_connecting	stairs	-84	100	-108
1041	rechiseled:lapis_block_tiles_connecting	full	-81	100	-108
1042	rechiseled:lapis_block_tiles_slab_connecting	slab	-78	100	-108
1043	rechiseled:lapis_block_tiles_stairs_connecting	stairs	-75	100	-108
1044	rechiseled:mangrove_planks_beams_connecting	full	-72	100	-108
1045	rechiseled:mangrove_planks_beams_slab_connecting	slab	-69	100	-108
1046	rechiseled:mangrove_planks_beams_stairs_connecting	stairs	-66	100	-108
1047	rechiseled:mangrove_planks_brick_pattern_connecting	full	-63	100	-108
1048	rechiseled:mangrove_planks_brick_pattern_slab_connecting	slab	-60	100	-108
1049	rechiseled:mangrove_planks_brick_pattern_stairs_connecting	stairs	-57	100	-108
1050	rechiseled:mangrove_planks_brick_paving_connecting	full	-180	100	-105
1051	rechiseled:mangrove_planks_brick_paving_slab_connecting	slab	-177	100	-105
1052	rechiseled:mangrove_planks_brick_paving_stairs_connecting	stairs	-174	100	-105
1053	rechiseled:mangrove_planks_bricks_connecting	full	-171	100	-105
1054	rechiseled:mangrove_planks_bricks_slab_connecting	slab	-168	100	-105
1055	rechiseled:mangrove_planks_bricks_stairs_connecting	stairs	-165	100	-105
1056	rechiseled:mangrove_planks_crate_connecting	full	-162	100	-105
1057	rechiseled:mangrove_planks_crate_slab_connecting	slab	-159	100	-105
1058	rechiseled:mangrove_planks_crate_stairs_connecting	stairs	-156	100	-105
1059	rechiseled:mangrove_planks_diagonal_stripes_connecting	full	-153	100	-105
1060	rechiseled:mangrove_planks_diagonal_stripes_slab_connecting	slab	-150	100	-105
1061	rechiseled:mangrove_planks_diagonal_stripes_stairs_connecting	stairs	-147	100	-105
1062	rechiseled:mangrove_planks_diagonal_tiles_connecting	full	-144	100	-105
1063	rechiseled:mangrove_planks_diagonal_tiles_slab_connecting	slab	-141	100	-105
1064	rechiseled:mangrove_planks_diagonal_tiles_stairs_connecting	stairs	-138	100	-105
1065	rechiseled:mangrove_planks_dotted_connecting	full	-135	100	-105
1066	rechiseled:mangrove_planks_dotted_slab_connecting	slab	-132	100	-105
1067	rechiseled:mangrove_planks_dotted_stairs_connecting	stairs	-129	100	-105
1068	rechiseled:mangrove_planks_flooring_connecting	full	-126	100	-105
1069	rechiseled:mangrove_planks_flooring_slab_connecting	slab	-123	100	-105
1070	rechiseled:mangrove_planks_flooring_stairs_connecting	stairs	-120	100	-105
1071	rechiseled:mangrove_planks_large_tiles_connecting	full	-117	100	-105
1072	rechiseled:mangrove_planks_large_tiles_slab_connecting	slab	-114	100	-105
1073	rechiseled:mangrove_planks_large_tiles_stairs_connecting	stairs	-111	100	-105
1074	rechiseled:mangrove_planks_pattern_connecting	full	-108	100	-105
1075	rechiseled:mangrove_planks_pattern_slab_connecting	slab	-105	100	-105
1076	rechiseled:mangrove_planks_pattern_stairs_connecting	stairs	-102	100	-105
1077	rechiseled:mangrove_planks_rotated_bricks_connecting	full	-99	100	-105
1078	rechiseled:mangrove_planks_rotated_bricks_slab_connecting	slab	-96	100	-105
1079	rechiseled:mangrove_planks_rotated_bricks_stairs_connecting	stairs	-93	100	-105
1080	rechiseled:mangrove_planks_small_bricks_connecting	full	-90	100	-105
1081	rechiseled:mangrove_planks_small_bricks_slab_connecting	slab	-87	100	-105
1082	rechiseled:mangrove_planks_small_bricks_stairs_connecting	stairs	-84	100	-105
1083	rechiseled:mangrove_planks_small_tiles_connecting	full	-81	100	-105
1084	rechiseled:mangrove_planks_small_tiles_slab_connecting	slab	-78	100	-105
1085	rechiseled:mangrove_planks_small_tiles_stairs_connecting	stairs	-75	100	-105
1086	rechiseled:mangrove_planks_squares_connecting	full	-72	100	-105
1087	rechiseled:mangrove_planks_squares_slab_connecting	slab	-69	100	-105
1088	rechiseled:mangrove_planks_squares_stairs_connecting	stairs	-66	100	-105
1089	rechiseled:mangrove_planks_tiles_connecting	full	-63	100	-105
1090	rechiseled:mangrove_planks_tiles_slab_connecting	slab	-60	100	-105
1091	rechiseled:mangrove_planks_tiles_stairs_connecting	stairs	-57	100	-105
1092	rechiseled:mangrove_planks_wavy_connecting	full	-180	100	-102
1093	rechiseled:mangrove_planks_wavy_slab_connecting	slab	-177	100	-102
1094	rechiseled:mangrove_planks_wavy_stairs_connecting	stairs	-174	100	-102
1095	rechiseled:mangrove_planks_woven_connecting	full	-171	100	-102
1096	rechiseled:mangrove_planks_woven_slab_connecting	slab	-168	100	-102
1097	rechiseled:mangrove_planks_woven_stairs_connecting	stairs	-165	100	-102
1098	rechiseled:mossy_cobblestone_beams_connecting	full	-162	100	-102
1099	rechiseled:mossy_cobblestone_beams_slab_connecting	slab	-159	100	-102
1100	rechiseled:mossy_cobblestone_beams_stairs_connecting	stairs	-156	100	-102
1101	rechiseled:mossy_cobblestone_dented_connecting	full	-153	100	-102
1102	rechiseled:mossy_cobblestone_dented_slab_connecting	slab	-150	100	-102
1103	rechiseled:mossy_cobblestone_dented_stairs_connecting	stairs	-147	100	-102
1104	rechiseled:mossy_cobblestone_inverted_dented_connecting	full	-144	100	-102
1105	rechiseled:mossy_cobblestone_inverted_dented_slab_connecting	slab	-141	100	-102
1106	rechiseled:mossy_cobblestone_inverted_dented_stairs_connecting	stairs	-138	100	-102
1107	rechiseled:mossy_cobblestone_paving_connecting	full	-135	100	-102
1108	rechiseled:mossy_cobblestone_paving_slab_connecting	slab	-132	100	-102
1109	rechiseled:mossy_cobblestone_paving_stairs_connecting	stairs	-129	100	-102
1110	rechiseled:mossy_cobblestone_small_tiles_connecting	full	-126	100	-102
1111	rechiseled:mossy_cobblestone_small_tiles_slab_connecting	slab	-123	100	-102
1112	rechiseled:mossy_cobblestone_small_tiles_stairs_connecting	stairs	-120	100	-102
1113	rechiseled:mossy_cobblestone_squares_connecting	full	-117	100	-102
1114	rechiseled:mossy_cobblestone_squares_slab_connecting	slab	-114	100	-102
1115	rechiseled:mossy_cobblestone_squares_stairs_connecting	stairs	-111	100	-102
1116	rechiseled:mossy_cobblestone_stripes_connecting	full	-108	100	-102
1117	rechiseled:mossy_cobblestone_stripes_slab_connecting	slab	-105	100	-102
1118	rechiseled:mossy_cobblestone_stripes_stairs_connecting	stairs	-102	100	-102
1119	rechiseled:mossy_cobblestone_worn_stripes_connecting	full	-99	100	-102
1120	rechiseled:mossy_cobblestone_worn_stripes_slab_connecting	slab	-96	100	-102
1121	rechiseled:mossy_cobblestone_worn_stripes_stairs_connecting	stairs	-93	100	-102
1122	rechiseled:nether_bricks_beams_connecting	full	-90	100	-102
1123	rechiseled:nether_bricks_beams_slab_connecting	slab	-87	100	-102
1124	rechiseled:nether_bricks_beams_stairs_connecting	stairs	-84	100	-102
1125	rechiseled:nether_bricks_brick_pattern_connecting	full	-81	100	-102
1126	rechiseled:nether_bricks_brick_pattern_slab_connecting	slab	-78	100	-102
1127	rechiseled:nether_bricks_brick_pattern_stairs_connecting	stairs	-75	100	-102
1128	rechiseled:nether_bricks_brick_paving_connecting	full	-72	100	-102
1129	rechiseled:nether_bricks_brick_paving_slab_connecting	slab	-69	100	-102
1130	rechiseled:nether_bricks_brick_paving_stairs_connecting	stairs	-66	100	-102
1131	rechiseled:nether_bricks_chiseled_squares_connecting	full	-63	100	-102
1132	rechiseled:nether_bricks_chiseled_squares_slab_connecting	slab	-60	100	-102
1133	rechiseled:nether_bricks_chiseled_squares_stairs_connecting	stairs	-57	100	-102
1134	rechiseled:nether_bricks_diagonal_bricks_connecting	full	-180	100	-99
1135	rechiseled:nether_bricks_diagonal_bricks_slab_connecting	slab	-177	100	-99
1136	rechiseled:nether_bricks_diagonal_bricks_stairs_connecting	stairs	-174	100	-99
1137	rechiseled:nether_bricks_large_bricks_connecting	full	-171	100	-99
1138	rechiseled:nether_bricks_large_bricks_slab_connecting	slab	-168	100	-99
